FlightKey,ReceiveTime,MessageType,FlightNo,New_FlightNo,CraftType,New_CraftType,RegNo,New_RegNo,DepAirport,ArrAirport,New_Destination,New_Alternate_1,New_Alternate_2,New_Departure_Time,New_Route,New_Mission_STS,RawMessage
2025-08-18_CSS7502_ZHEC_ZLXY,2025-08-18 18:25:40,FPL,CSS7502,,763,,B222X,,ZHEC,ZLXY,,,,,,,"(FPL-CSS7502-IS
-B763/H-SDE1E3FGHIJ7P1P2RWYZ/LB1D1
-ZHEC2050
-K0830S0920 BENBI W118 ML H11 SHX
-ZLXY0111 ZLIC
-PBN/A1B2C2D1L1O2S2 NAV/RNP2 M1M2 DAT/1FANS CPDLCX SUR/260B
 CANMANDATE 
RSP180 RSP400 DOF/250818 REG/B222X EET/ZLHW0047 SEL/KMEF CODE/781EFB
 
ORGN/ZGSZCSSX PER/D RMK/TCASII EQUIPPED CARGO FLIGHT)"
2025-08-18_GCR7690_ZLXY_ZWWW,2025-08-18 18:28:47,DLA,GCR7690,,,,,,ZLXY,ZWWW,,,,1340,,,(DLA-GCR7690-ZLXY1340-ZWWW-DOF/250818)
2025-08-18_CCA8114_ZLXY_ZBHH,2025-08-18 18:37:30,FPL,CCA8114,,AJ27,,B91A5,,ZLXY,ZBHH,,,,,,,"(FPL-CCA8114-IS
-AJ27/M-SDE1E2E3FGHIRWYZ/LB1
-ZLXY1430
-K0853S0890 WJC W193 ALGOV W101 VALNI
-ZBHH0115 ZBSJ ZBYN
-PBN/A1B1C1D1L1O1S2 NAV/ABAS RNP2 DOF/250818 REG/B91A5 EET/ZBPE0037 
SEL/KMAB CODE/781F2B RMK/TCAS)"
2025-08-18_CSN8530_ZLXY_ZHHH,2025-08-18 18:51:27,FPL,CSN8530,,AJ27,,B651W,,ZLXY,ZHHH,,,,,,,"(FPL-CSN8530-IS
-AJ27/M-SDE3FGHILORVWY/LB1
-ZLXY1445
-K0744S0660 P241 H132 P234/K0739S0690 H36 SNF W269 OLPOV B213 WTM
-ZHHH0136 ZSCN
-PBN/A1B1C1D1L1O1S2 NAV/ABAS DOF/250818 REG/B651W EET/ZHWH0037
 SEL/DRBS 
CODE/781C17 PER/D RMK/ACASII)"
2025-08-18_CMS572_ZLXY_UAAA,2025-08-18 19:02:56,FPL,CMS572,,738,,4LCMX,,ZLXY,UAAA,,,,,,,"(FPL-CMS572-IS
-B738/M-SDE1FGHILRVWXYZ/LB1
-ZLXY1440
-K0861S1040 TEBIB W541 OVKAB W94 XFG W213 APESU W197 ANDIM B215
 IBANO G470 AKLAS 
W192 FKG B215 KABDO W119 GOBOK A343 RULAD/N0452F340 M610 PIGAL
 PIGAL2F
-UAAA0422 UCFL
-PBN/B2B3B4B5C1D1O1S1 DAT/CPDLCX SUR/260B DOF/250818 REG/4LCMX
 EET/ZWUQ0204 
UAAA0349 CODE/5140BC OPR/CAMEX AIRLINES RMK/AGCS ACAS TCAS 71
 EQUIPPED 
CARGO FLIGHT PERMITS CHINA CAD2025S2584 DELAYED FROM CMS572 WITH 
ORIGINAL DATE 18 AUG PKT DAY 1 PERMIT KAZAKSTAN 046DCA43130814 TAXI 
0010)"
2025-08-18_CSN3211_ZGGG_ZLXY,2025-08-18 19:08:23,FPL,CSN3211,,738,,B5721,,ZGGG,ZLXY,,,,,,,"(FPL-CSN3211-IS
-B738/M-SDE2E3FGHILORVWYZ/LB1
-ZGGG1500
-K0767S0840 AGVIL W24 OSNOV G586 QP B330 SJG/K0773S0810 W102 
BIGVI/K0795S0890 W102 SHX
-ZLXY0208 ZHNY
-PBN/A1B1C1D1L1O1S2 NAV/ABAS RNP2 DOF/250818 REG/B5721 EET/ZHWH0111 
ZLHW0133 SEL/LMGH CODE/780997 PER/C RMK/ACASII)"
2025-08-18_CSZ9209_ZGSZ_ZLXY,2025-08-18 19:08:37,FPL,CSZ9209,,320,,B6296,,ZGSZ,ZLXY,,,,,,,"(FPL-CSZ9209-IS
-A320/M-SDE2E3FGHIRWZ/LB1
-ZGSZ1525
-M078S0980 MIPAG W21 NUSLA W22 TEPID W24 OSNOV G586 QP B330 
SJG/M078S0950 W102 SHX
-ZLXY0213 ZHCC
-PBN/A1B1C1D1L1O1S2 NAV/ABAS DOF/250818 REG/B6296 EET/ZHWH0125
 ZLHW0147 
SEL/CFLM CODE/7802BE PER/C RMK/TCAS AOC PHONE 008675527777352)"
2025-08-18_KAL9327_RKSI_ZLXY,2025-08-18 19:23:57,FPL,KAL9327,,B744,,HL7605,,RKSI,ZLXY,,,,,,,"(FPL-KAL9327-IN
-B744/H-SDE2FGHIJ3J5M1P2RWXYZ/LB1D1
-RKSI1505
-N0478F320 DCT NOPIK Y697 AGAVO/K0893S1040 A591 IKEKA W4 HCH W200 
DOVIV W55 PAMRU W34 VYK B215 GODON W43 GUTRU W47 LOVRA
-ZLXY0228 ZHCC
-PBN/A1B1C1D1L1O1S2 DAT/1FANS CPDLCX SUR/RSP180 260B CANMANDATE
 DOF/250818 
REG/HL7605 EET/ZSHA0021 ZBPE0053 ZLHW0153 SEL/GSBE CODE/71BE05
 RMK/TCAS 
II EQUIPPED)"
2025-08-18_KAL9327_RKSI_ZLXY,2025-08-18 19:23:57,FPL,KAL9327,,B744,,HL7605,,RKSI,ZLXY,,,,,,,"(FPL-KAL9327-IN
-B744/H-SDE2FGHIJ3J5M1P2RWXYZ/LB1D1
-RKSI1505
-N0478F320 DCT NOPIK Y697 AGAVO/K0893S1040 A591 IKEKA W4 HCH W200 
DOVIV W55 PAMRU W34 VYK B215 GODON W43 GUTRU W47 LOVRA
-ZLXY0228 ZHCC
-PBN/A1B1C1D1L1O1S2 DAT/1FANS CPDLCX SUR/RSP180 260B CANMANDATE
 DOF/250818 
REG/HL7605 EET/ZSHA0021 ZBPE0053 ZLHW0153 SEL/GSBE CODE/71BE05
 RMK/TCAS 
II EQUIPPED)"
2025-08-18_CES7720_ZLXY_ZSNJ,2025-08-18 19:37:37,FPL,CES7720,,A20N,,B32J9,,ZLXY,ZSNJ,,,,,,,"(FPL-CES7720-IS
-A20N/M-SDE1E2E3FGHIM1RWY/LB1
-ZLXY1555
-K0868S0750 P17 H131 P62 H11 ML W118 REVKU H48 FYG B208 
P343/K0726S0450 B208 HFE W51 LEGIV W164 OREVO
-ZSNJ0128 ZSOF
-PBN/A1B1C1D1L1O1S2 SUR/260B DOF/250818 REG/B32J9 EET/ZHWH0019
 ZSHA0054 
SEL/DMAS CODE/782198 RMK/TCAS II CAT II APPROVED)"
2025-08-18_CBJ5910_ZLXY_ZGSZ,2025-08-18 19:38:34,DLA,CBJ5910,,,,,,ZLXY,ZGSZ,,,,1300,,,(DLA-CBJ5910-ZLXY1300-ZGSZ-DOF/250818)
2025-08-18_CBJ5284_ZGHZ_ZLXY,2025-08-18 19:53:12,DLA,CBJ5284,,,,,,ZGHZ,ZLXY,,,,1510,,,(DLA-CBJ5284-ZGHZ1510-ZLXY-DOF/250818)
2025-08-18_CMS562_ZLXY_UGTB,2025-08-18 19:59:32,DLA,CMS562,,,,,,ZLXY,UGTB,,,,1300,,,(DLA-CMS562-ZLXY1300-UGTB-DOF/250818)
2025-08-18_CHH7873_ZLXY_ZGSZ,2025-08-18 20:01:58,DLA,CHH7873,,,,,,ZLXY,ZGSZ,,,,1430,,,(DLA-CHH7873-ZLXY1430-ZGSZ-DOF/250818)
2025-08-18_GCR7524_ZLXY_ZWWW,2025-08-18 20:27:30,DLA,GCR7524,,,,,,ZLXY,ZWWW,,,,1515,,,(DLA-GCR7524-ZLXY1515-ZWWW-DOF/250818)
2025-08-18_CHH7868_ZLXY_ZWWW,2025-08-18 20:43:39,DLA,CHH7868,,,,,,ZLXY,ZWWW,,,,1505,,,(DLA-CHH7868-ZLXY1505-ZWWW-DOF/250818)
2025-08-18_CMS562_ZLXY_UGTB,2025-08-18 21:10:19,DLA,CMS562,,,,,,ZLXY,UGTB,,,,1320,,,(DLA-CMS562-ZLXY1320-UGTB-DOF/250818)
2025-08-18_CSN3211_ZGGG_ZLXY,2025-08-18 21:10:59,DLA,CSN3211,,,,,,ZGGG,ZLXY,,,,1540,,,(DLA-CSN3211-ZGGG1540-ZLXY-DOF/250818)
2025-08-18_TLM950_VTBD_ZLXY,2025-08-18 21:37:41,DLA,TLM950,,,,,,VTBD,ZLXY,,,,1400,,,(DLA-TLM950-VTBD1400-ZLXY-DOF/250818)
2025-08-18_CHH7873_ZLXY_ZGSZ,2025-08-18 22:02:52,DLA,CHH7873,,,,,,ZLXY,ZGSZ,,,,1525,,,(DLA-CHH7873-ZLXY1525-ZGSZ-DOF/250818)
2025-08-18_TLM950_VTBD_ZLXY,2025-08-18 22:04:21,DLA,TLM950,,,,,,VTBD,ZLXY,,,,1420,,,(DLA-TLM950-VTBD1420-ZLXY-DOF/250818)
2025-08-18_CSZ9208_ZLXY_ZGSZ,2025-08-18 22:09:39,DLA,CSZ9208,,,,,,ZLXY,ZGSZ,,,,1800,,,(DLA-CSZ9208-ZLXY1800-ZGSZ-DOF/250818)
2025-08-18_GCR7662_ZGDY_ZLXY,2025-08-18 22:27:11,DLA,GCR7662,,,,,,ZGDY,ZLXY,,,,1620,,,(DLA-GCR7662-ZGDY1620-ZLXY-DOF/250818)
2025-08-18_TLM950_VTBD_ZLXY,2025-08-18 22:50:04,DLA,TLM950,,,,,,VTBD,ZLXY,,,,1500,,,(DLA-TLM950-VTBD1500-ZLXY-DOF/250818)
2025-08-18_KAL9327_ZLXY_ZHCC,2025-08-18 23:58:02,FPL,KAL9327,,B744,,HL7605,,ZLXY,ZHCC,,,,,,,"(FPL-KAL9327-IN
-B744/H-SDE2FGHIJ3J5M1P2RWXYZ/LB1D1
-ZLXY1920
-K0859S1010 WJC G212 EXORI B208 NOPIN
-ZHCC0128 ZBAA
-PBN/A1B1C1D1L1O1S2 DAT/1FANS CPDLCX SUR/RSP180 260B CANMANDATE
 DOF/250818 
REG/HL7605 EET/ZBPE0029 ZHWH0057 SEL/GSBE CODE/71BE05 RMK/TCAS II 
EQUIPPED CARGO)"
